Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
148,33,134,3.827209056,24.61299501,195.5651055
129,36,149,2.484249213,21.9887843,124.0034828
122,45,146,2.975898613,20.25476046,267.5687438
132,35,138,3.586051871,32.91104044,284.489039
146,35,142,2.751033606,45.53745738,273.2264536
122,31,142,4.172158429,35.64536489,202.4614377
134,37,134,1.465115356,45.54322776,317.4410043
135,36,143,3.872226039,48.58231198,264.8994348
148,43,140,1.580840242,28.40994973,258.999749
132,38,143,4.75135862,44.24837324,351.3443875
136,44,136,2.256150723,16.83173266,268.9301768
122,47,146,4.181729444,31.83756034,353.0674184
139,41,133,3.085667912,27.89037823,121.9270136
130,48,139,1.364348266,22.16981602,238.0355003
146,42,139,3.330347418,30.34374834,304.8826447
140,36,144,4.648710948,30.52958874,305.9014184
138,39,149,1.628937618,43.29888575,227.7696954
141,39,141,2.285227797,45.41215141,350.2935033
130,31,138,2.756634684,37.99326485,223.6150195
149,43,132,2.100212253,37.16858551,190.3207025
147,42,144,4.775117899,18.85638343,252.4207113
135,35,141,2.510001059,35.13416342,270.0267417
140,38,144,3.632248234,24.60556688,348.7266285
122,42,130,1.895667057,25.31669548,236.9924745
141,38,144,1.87882375,18.31711283,213.2185821
125,42,140,1.703397342,37.25538535,240.314401
133,34,134,2.739249054,35.43329433,342.545161
143,43,136,3.131432809,22.70953985,261.2260084
137,34,141,1.042992663,24.20629232,118.6290064
136,38,149,4.33169371,42.05504151,381.7482882
123,37,135,3.05101557,42.75266773,272.5959197
142,36,132,1.628839694,32.25796268,258.6002635
134,37,139,1.26917325,20.21509435,286.6288221
130,32,133,1.252797189,16.94573334,133.0213973
145,44,142,2.030573947,24.50141021,304.3522587
122,37,148,2.997168592,40.5915024,307.8635966
122,30,134,4.440958144,36.02858213,283.3481224
135,36,147,4.611861708,40.13373691,387.9419428
124,48,130,4.32931168,31.51117933,218.334174
140,31,145,2.314253872,41.41470587,287.7657206
148,43,145,2.226231007,31.8282028,256.9061278
129,47,145,4.949833381,17.94051634,372.3447894
138,44,148,3.72512252,17.79504034,280.1964299
144,43,145,2.219807765,44.10259517,336.211884
123,48,130,2.316320609,37.0368517,387.0527226
148,48,149,2.738577757,24.76944707,327.7615687
148,46,149,3.487226791,41.50114033,345.1762715
138,48,139,4.59191664,19.75073577,371.8133219
130,45,131,1.793228479,37.58352107,286.2125505
121,49,143,1.337613591,49.63200824,193.3422982
129,48,137,2.623008496,20.25068412,239.018415
148,30,135,1.98182193,19.96807063,227.5070248
130,48,132,3.304130694,31.37420439,277.5797893
144,36,145,3.796859349,37.49314929,290.4713911
139,40,146,2.242943815,15.92912177,237.3022483
135,34,141,3.741805155,32.48848192,310.0023114
138,46,148,2.372589019,17.91096231,290.9379761
142,40,149,3.539872559,23.44633219,221.7522051
143,37,132,3.532243227,39.93391669,239.0067976
130,39,142,2.112638814,40.86027317,302.3248879
133,41,145,3.542891007,40.54063577,313.023532
121,39,140,2.523820383,17.28012169,196.8097128
142,42,149,2.345819777,42.53670881,312.460888
147,47,145,2.157150988,30.12724517,213.7101282
124,39,149,2.382581041,31.6358353,219.2839298
146,48,131,4.146979568,29.68916655,264.62951
124,49,133,1.980715257,44.99578313,181.6820543
138,46,133,3.727949621,38.79896271,224.5578368
140,49,146,4.60248234,32.50090446,271.8037088
131,45,130,2.401715764,44.20004577,326.5532185
137,34,130,1.118048258,43.18772237,246.5871333
123,32,134,1.098424116,15.17654573,191.5811262
141,44,141,1.558011553,31.76079876,212.5125857
136,31,135,1.440179372,16.47861384,221.1522157
129,42,135,3.992340999,25.75152686,214.7709846
139,37,146,2.179402868,43.13430702,284.2131057
125,46,142,3.610039094,48.04183232,363.2963038
144,33,137,1.169821743,23.47233312,287.7787327
133,48,141,2.182961104,15.74988021,222.8965133
130,38,144,1.936584939,29.08177203,290.9069086
130,44,148,2.107522041,26.72915935,180.1998484
148,38,149,1.762871077,38.6938164,301.2554223
137,38,146,3.471664084,32.32701854,383.9286789
146,43,138,3.650691479,28.95965422,283.2107512
142,45,147,1.593861962,23.03444592,294.8712073
141,46,131,3.964583938,43.99681395,306.7105647
137,42,140,2.000181905,23.69362504,254.8486663
143,38,149,2.13169001,16.91572427,255.6694672
142,44,146,4.315233355,34.7613678,243.2305533
130,36,147,4.604663661,26.10720612,291.6297711
140,30,144,4.299025254,39.93522981,309.1813308
131,30,136,1.591051281,17.83050839,216.4041327
124,34,145,4.99707054,48.82076475,321.8018053
142,38,130,3.688621659,21.54003055,320.9292576
128,41,147,3.042674486,27.49699141,262.6263572
146,35,137,4.819365631,31.8334236,320.6769033
144,42,136,4.269521582,46.15411281,316.3232104
128,37,131,3.766972159,40.28893103,289.5986536
141,44,141,4.353588994,20.06899626,196.673608
129,35,145,2.541866333,30.35147687,241.4634667
141,35,138,3.737753782,34.00191527,262.0615856
138,33,149,1.762320075,39.57440035,161.3504414
120,40,140,4.952002541,35.01350161,315.2741514
126,47,144,3.3559268,31.00672103,262.4970033
123,32,132,4.25694899,41.79416774,318.7872997
120,32,142,2.629359522,28.232017,308.2673077
134,41,142,4.034355277,49.55104478,293.6752771
127,35,131,2.549539598,48.17238779,341.0663267
131,35,135,3.360020348,39.75831416,265.6419392
141,37,135,4.112539263,45.89141735,341.2150265
141,44,141,1.465895653,28.76114306,304.3444162
137,47,133,2.427143405,35.35145774,239.9617623
134,49,134,3.179747796,24.54293074,250.3162365
136,45,137,2.335990824,45.99737562,325.1293967
148,35,135,2.236668939,31.48587634,271.0634689
133,46,132,2.126656358,33.76502642,138.8405194
133,38,137,1.911167287,45.25986126,328.4511188
137,48,148,4.39561825,42.90474778,192.2730629
139,47,140,4.694756518,26.26101194,309.4893807
137,34,147,3.800677793,18.05996612,200.2077381
135,35,139,1.119998051,20.67326207,144.6534585
120,41,149,4.144932781,26.86835486,347.8355066
142,40,141,3.127759364,25.68517904,301.6435866
146,45,149,4.032440352,16.34086922,256.3450054
130,49,137,2.749353495,30.1222799,257.410396
134,46,148,1.16512766,18.70476179,251.1544922
131,49,145,3.726979944,22.73114018,307.9283273
127,38,147,2.77651397,42.56191121,385.9308299
141,30,138,4.496173982,32.32078415,353.4549883
139,32,133,3.952551747,28.05335695,368.4292816
149,38,138,2.438246991,21.4902367,256.3628306
125,48,131,3.896327839,45.31980372,348.7929889
122,42,138,2.980834398,46.62914238,240.0450847
147,43,138,1.797775809,33.1537306,239.4634074
143,49,147,2.679545278,47.2446151,291.8447069
145,48,140,1.890249578,31.26761369,322.0327373
149,36,142,1.01990608,18.75348658,183.964064
132,33,135,1.987183094,15.59638516,302.4176095
132,41,138,1.838085304,19.49322321,205.5599798
121,43,145,1.017347635,36.79297166,325.839061
124,31,133,4.135701472,26.23168189,302.0541162
136,30,131,1.307939753,37.69081511,146.3579097
125,47,136,2.796236296,32.77916431,294.6592559
121,49,144,2.671532703,26.65544012,267.3945496
123,37,135,1.725632469,22.65379298,172.7803173
141,32,140,4.867474026,17.83653103,232.5865049
145,35,149,3.41493442,42.38368715,252.0809693
130,42,146,4.254052183,43.66514634,310.9081282
127,38,133,2.984562229,33.95077846,261.8093902
131,38,148,3.891247669,20.49831355,258.6392299
127,49,136,4.879116833,24.22351661,281.2360424
130,38,140,2.393621655,48.43008352,328.0095547
141,44,142,3.017055411,22.90792778,343.5204042
139,42,132,3.058147595,16.98816802,386.9883136
127,45,143,4.967979265,34.25173152,328.9712767
148,31,131,1.932396586,24.16698851,264.2560942
127,43,147,3.701230034,48.5102216,330.2856395
145,35,134,1.552918714,35.1168763,202.8576239
149,31,142,4.708294128,48.80351571,326.9124899
136,37,142,3.361527676,42.49518204,324.6788611
139,33,143,4.437646108,40.3079682,299.6039815
139,43,141,4.580966177,44.06276042,407.2881693
142,40,142,3.228439648,36.17099369,285.6503098
135,43,147,3.728029085,15.38924526,271.4725166
133,41,142,3.79488256,28.7362674,334.560327
149,45,133,2.841923294,22.66563307,246.8491659
130,35,139,2.739352989,30.20094357,150.3069003
126,49,134,1.744752876,31.46923335,280.9053068
135,30,147,2.535658242,19.47408734,243.0726207
132,41,137,4.963027762,15.82010421,317.614967
146,36,143,2.079446308,19.83701027,304.878461
134,37,131,4.049763635,45.00994962,223.3135506
143,38,137,1.23738988,41.45489682,263.2729669
135,31,145,2.86987519,42.96125167,291.9583484
146,46,136,1.233640528,24.67073168,278.7046847
140,49,132,2.903199735,23.26347165,256.2755261
142,42,133,1.110209843,16.30803433,239.4434925
143,34,136,3.453179086,31.52939614,261.0222619
128,39,133,3.3460364,28.38431005,319.1122135
122,41,138,4.191372891,44.25601351,251.1885018
138,46,146,3.333144809,38.86536455,281.1401901
139,35,146,4.703996649,20.05000772,210.9095167
124,32,149,4.132418456,49.55042991,298.5161568
129,44,143,1.530626081,41.97242566,245.4305462
136,36,143,2.061892753,40.20831305,345.1424118
134,35,142,1.104922391,22.58154539,188.9163924
142,33,133,2.544536006,46.68048102,340.1717566
144,48,142,3.038145015,31.58722721,268.6110124
127,34,146,4.783784995,25.41795835,189.0460499
134,32,144,3.089069729,37.91917558,224.5557014
140,38,147,4.124112168,22.41131863,310.4513608
149,35,140,2.07209605,46.76479708,231.3111335
133,42,133,1.612633749,44.90202779,235.6052558
139,49,149,4.243345015,31.27189793,242.7026065
147,33,140,1.989700581,21.67300976,212.4642816
126,31,139,4.485340471,32.37764432,308.3855194
140,33,142,1.679399503,20.21983761,287.6857557
142,37,137,4.406346164,24.44471096,248.0395489
131,42,142,4.09139032,31.89563367,336.2103029
136,39,138,3.444882693,15.73989094,171.064775
136,47,130,4.400882711,41.80029112,299.1278232
129,38,130,2.322840472,21.8920207,280.0401023
149,30,144,1.664136583,45.331394,317.6630242
148,42,133,1.6281627,15.77909396,292.2570233
138,47,149,2.081435655,33.62460917,278.3603393
133,44,130,2.784908529,42.18278342,218.7705354
130,31,141,4.50409146,23.32819517,220.9663597
121,40,140,1.358142609,39.76435711,315.6175983
137,43,148,4.660968178,40.23037386,293.4561474
126,44,144,4.701978841,37.32452831,334.6367866
131,43,139,3.908945563,27.7488456,145.3791738
145,45,130,4.601134455,42.47726794,298.5885972
121,44,132,4.079946521,36.99518012,232.5441247
146,48,143,3.113203861,35.66358732,389.2142811
139,38,144,3.403000905,43.67064442,279.3111832
137,34,130,3.512897906,23.56233151,223.6972548
125,34,139,1.507573124,23.13707837,187.0549809
143,40,130,1.77221655,28.52564105,183.7036319
129,49,144,3.093474895,17.5596574,277.0899462
139,33,132,1.460913251,26.80877143,151.7723249
134,49,149,4.859917184,29.21952275,300.1173403
124,47,141,3.028509114,32.3270364,142.3460415
139,32,148,2.520344579,23.89047124,257.4930866
122,33,145,1.63016015,46.73948567,138.5157202
124,43,137,2.66613559,24.97774287,215.8514366
149,36,143,2.209704748,44.80427721,369.7705978
144,37,147,1.351708685,30.57333527,151.2151797
127,45,130,4.868021181,40.13548436,256.9509473
127,49,131,2.059912384,18.88158358,248.0529132
127,44,141,3.761880969,34.06230271,371.9528323
131,36,146,1.365290007,48.62890632,269.3160428
143,46,131,4.652676037,38.31879233,320.5713558
142,41,146,3.363005806,43.71012412,265.7281788
127,47,136,3.627488002,24.13746618,235.0162562
130,43,135,4.127137443,43.00591223,302.7983666
133,44,135,3.423661315,27.29386834,451.2513975
127,44,137,1.283629834,31.9777335,297.8348217
148,34,134,2.718329695,21.57852012,310.3686823
149,45,144,2.048120373,31.99944358,287.9938968
143,34,136,2.946868083,33.04956452,312.6204157
147,31,132,2.617300647,36.78145124,253.8923499
129,49,139,4.306132469,45.4021828,407.0155003
126,38,132,1.988190209,25.66979042,250.9302203
147,38,143,1.805204237,49.44478715,317.2584291
136,33,132,4.832345182,44.66914838,302.7058496
123,44,130,4.798066456,29.10229168,329.8922
148,40,130,4.97385986,22.93322747,256.9358007
132,30,148,3.273522318,17.50231021,274.8827111
123,47,133,1.452575842,23.20274658,155.4229955
124,30,131,4.520670963,45.95830226,352.2277624
145,37,140,1.580459937,25.2210994,181.338626
141,45,141,1.622377304,19.82929357,142.6815564
123,47,142,1.77359027,15.79361063,321.0120046
137,38,145,3.613675342,25.41881203,173.7398248
125,41,145,1.428796213,22.56534485,167.2044449
143,48,148,4.113126516,18.57708209,264.7675351
143,47,149,1.233006384,48.28800304,372.2714229
142,34,149,1.441786243,24.36676564,272.0035003
141,31,138,2.737948567,15.21618903,201.8538841
121,36,145,2.516686008,48.04964542,235.7297281
142,39,136,4.958833074,35.24796152,248.4948097
130,44,142,4.867455827,17.89845373,224.3704816
147,36,133,1.758727229,16.09976921,186.6409006
133,34,142,4.78666218,18.77471723,271.1592223
149,44,137,3.769047616,35.70217987,348.8239197
124,49,131,2.635372662,17.16550617,180.3767622
125,49,136,3.958523729,34.88492089,327.7876805
129,44,140,4.600563863,37.8389357,348.1261389
127,39,146,1.720566215,20.16518735,187.3973964
133,43,143,1.783937046,32.095146,310.7474644
143,39,142,2.634883049,48.73579754,285.6759174
122,46,144,1.676847085,44.27709563,206.4819455
131,43,138,2.441589943,40.31775216,247.8744477
135,31,132,3.582766108,33.12072936,297.2348672
147,45,142,4.251272501,28.79961646,318.0952974
149,42,142,2.207739751,30.80021576,188.256241
142,38,138,2.126922735,41.76135027,274.0149374
136,36,147,4.118971858,34.40042866,246.0170299
120,45,134,2.524104904,41.76288949,258.5423304
142,39,140,4.273901471,48.94555397,313.1064646
129,38,131,4.973521281,37.41799528,256.8830013
144,36,146,4.918674704,36.10862451,210.3507707
142,45,149,3.650747819,29.2156682,232.3495889
129,38,133,2.500852846,21.88638836,276.483229
140,46,147,1.261959438,28.09702598,273.5918472
143,49,149,3.952162531,33.20340167,295.2104027
121,36,137,4.911868964,16.21994801,188.6410298
128,40,148,1.271937853,31.65317587,337.1826999
141,37,141,1.024670842,45.17522646,139.1061764
132,36,140,4.327104786,49.18185269,292.297326
144,48,145,1.409035848,44.94420353,203.8621958
135,49,134,1.326491922,21.01936111,116.6033403
137,41,132,4.641344273,20.42546171,241.5658797
138,36,141,1.318243247,28.76592704,270.7562706
131,37,144,1.456070619,22.89006647,318.977797
127,36,145,3.278294701,38.65980764,353.817497
136,35,142,4.027256692,17.95953366,294.5381948
134,38,136,2.598289035,30.53017373,284.2974695
129,42,144,2.682356643,24.81246862,230.3627081
134,36,132,3.530503949,35.83910104,270.3623162
134,37,141,3.021701179,42.89727569,392.9846176
142,46,137,1.074513171,47.32470996,291.2832541
126,46,141,1.454332745,48.7348457,318.6916428
132,45,147,3.326400062,27.29180869,356.8255757
136,31,132,4.174650039,44.95467236,300.7070526
128,37,141,4.052412582,35.7187074,309.9286522
127,46,131,3.960226237,39.22893951,243.5664295
139,42,143,4.085090465,44.78956983,381.2523072
145,47,143,1.177773905,19.55396235,259.685459
146,39,133,4.58040626,48.15925438,315.3275991
140,31,146,4.557132421,34.15889816,380.6019453
137,31,144,3.127695956,26.76011611,277.3925182
132,43,145,1.994377329,26.85559411,238.811584
135,45,134,3.368713891,41.28501178,264.7733026
128,36,146,3.231543706,38.75309521,291.0878361
131,41,136,1.891828831,40.53180319,245.4663183
131,43,144,3.412520716,23.85484265,281.6355269
125,33,146,4.189176464,20.95686757,252.1663308
138,33,141,4.224427459,40.26508786,373.8527433
147,47,140,1.238791289,25.44682552,275.3786661
126,32,148,1.788653247,22.78526538,153.2081924
144,30,140,3.672893442,22.51129762,296.0654107
122,46,131,4.439327782,20.19403264,255.4375177
135,36,144,3.08486833,29.93854795,370.2308446
137,45,134,3.830102673,24.13320013,223.1099935
135,34,147,1.084288043,46.28529163,375.8587001
142,48,145,3.433683248,39.11988729,327.86457
126,36,133,4.847636578,41.03517157,326.1485974
123,43,139,3.644058428,29.12636722,240.7483535
146,31,131,4.689102866,36.00733313,305.9084633
144,32,144,3.264037833,32.52792442,236.1704102
149,46,133,4.373514951,20.86080112,240.8273442
127,45,145,1.496649633,16.67487933,195.9546416
132,37,136,1.494053052,38.92314592,234.50667
132,47,141,1.480717317,19.24103607,235.3616375
136,44,132,2.955398208,17.00722036,335.2580212
136,36,146,2.321054243,30.46535664,254.8608552
124,38,138,3.876743415,40.83092295,333.6188105
125,35,137,4.610487657,41.91039537,325.4848313
138,47,135,3.477499314,45.57143624,266.6854806
132,47,144,1.852842224,21.97249079,238.6087135
144,43,139,4.72350747,49.49685378,213.287997
147,43,135,3.111429353,41.71231752,271.1046997
145,43,144,3.879782213,20.50246711,221.5650789
133,33,143,4.562023402,44.42524501,313.9250676
141,33,148,4.959327728,32.46357454,253.6788248
123,44,142,3.024255796,17.32912288,251.0777214
147,44,143,4.232250875,19.62146201,345.219791
126,47,132,3.267468261,30.18626487,277.3082318
127,43,133,2.945815784,33.56773841,202.3789523
144,30,143,3.150850077,48.1622346,386.4947201
132,39,143,2.937100975,22.54993654,381.6220134
146,49,137,2.684112475,31.59365786,274.0826283
125,39,139,3.894882762,22.90613142,295.4379429
125,39,138,1.998703264,34.54402411,306.2480428
143,31,143,3.465525863,46.82613255,347.9157221
147,37,137,3.851840711,34.87126999,275.4017193
140,30,140,4.568363334,32.85246886,245.8756068
149,30,139,2.327508596,41.25452924,233.5984428
122,33,147,4.442396414,20.16647408,367.5962742
147,36,133,4.781164685,46.69652467,314.3202497
